dataset,name,k,solver,time,timeout,numsol,expd,gen,qsize,pr-frontier,pr-sol,pr-fea,pr-post,pr-extra
AFG,rbg019d,0,combine,0.0001168,0,1,79,198,19,45,0,1,74,613
AFG,rbg019d,0,gap_prune,6.957e-05,0,1,79,198,19,45,0,1,74,613
AFG,rbg019d,0,fastdom,0.000528,0,1,104,1036,45,181,0,1,751,0
AFG,rbg019d,0,default,0.000446,0,1,104,1036,45,181,0,1,751,0
AFG,rbg020a,0,combine,0.001042,0,1,389,1897,315,539,0,1,969,279
AFG,rbg020a,0,gap_prune,0.001045,0,1,389,1897,315,539,0,1,969,279
AFG,rbg020a,0,fastdom,0.000711,0,1,386,2167,317,544,0,1,1237,0
AFG,rbg020a,0,default,0.001017,0,1,386,2167,317,544,0,1,1237,0
AFG,rbg152.3,0,combine,0.01787,0,1,3175,12077,789,5730,0,1,3172,205068
AFG,rbg152.3,0,gap_prune,0.0184,0,1,3175,12077,789,5730,0,1,3172,205068
AFG,rbg152.3,0,fastdom,4.806,0,1,177245,12397051,74730,1369517,11,1,10850278,0
AFG,rbg152.3,0,default,7.32,0,1,177245,12397051,74730,1369517,11,1,10850278,0
AFG,rbg055a,0,combine,0.003845,0,1,1259,5041,523,2202,0,1,1580,16968
AFG,rbg055a,0,gap_prune,0.002829,0,1,1259,5041,523,2202,0,1,1580,16968
AFG,rbg055a,0,fastdom,0.009758,0,1,1662,28969,1445,5603,4,1,21700,0
AFG,rbg055a,0,default,0.009572,0,1,1662,28969,1445,5603,4,1,21700,0
AFG,rbg017a,0,combine,0.00115,0,1,398,3511,158,278,0,1,2835,32
AFG,rbg017a,0,gap_prune,0.00138,0,1,398,3511,158,278,0,1,2835,32
AFG,rbg017a,0,fastdom,0.001475,0,1,398,3543,158,278,0,1,2867,0
AFG,rbg017a,0,default,0.00174,0,1,398,3543,158,278,0,1,2867,0
AFG,rbg233,0,combine,0.7973,0,1,57412,416786,78375,155737,0,1,203637,10723178
AFG,rbg233,0,gap_prune,1.993,0,1,57412,416786,78375,155737,0,1,203637,10723178
AFG,rbg233,0,fastdom,4.772,0,1,60968,11666949,79050,182728,3,1,11423250,0
AFG,rbg233,0,default,5.818,0,1,60968,11666949,79050,182728,3,1,11423250,0
AFG,rbg172a,0,combine,0.1035,0,1,15788,95397,10041,36202,3,1,43404,504944
AFG,rbg172a,0,gap_prune,0.1523,0,1,15788,95397,10041,36202,3,1,43404,504944
AFG,rbg172a,0,fastdom,0.2928,0,1,17901,766460,11167,52265,4,1,696290,0
AFG,rbg172a,0,default,0.3191,0,1,17901,766460,11167,52265,4,1,696290,0
AFG,rbg019b,0,combine,9.965e-05,0,1,75,203,17,55,0,1,73,501
AFG,rbg019b,0,gap_prune,9.617e-05,0,1,75,203,17,55,0,1,73,501
AFG,rbg019b,0,fastdom,0.00198,0,1,403,4839,388,1255,0,1,3181,0
AFG,rbg019b,0,default,0.001498,0,1,403,4839,388,1255,0,1,3181,0
AFG,rbg021.6,0,combine,6.915,0,1,203491,1726216,251876,955002,0,1,567723,194916
AFG,rbg021.6,0,gap_prune,67.4,0,1,203491,1726216,251876,955002,0,1,567723,194916
AFG,rbg021.6,0,fastdom,7.15,0,1,205543,1941669,283349,1019847,0,1,716279,0
AFG,rbg021.6,0,default,62.98,0,1,205543,1941669,283349,1019847,0,1,716279,0
AFG,rbg019a,0,combine,4.066e-05,0,1,33,73,6,9,0,1,31,257
AFG,rbg019a,0,gap_prune,2.595e-05,0,1,33,73,6,9,0,1,31,257
AFG,rbg019a,0,fastdom,8.467e-05,0,1,48,487,10,26,1,1,412,0
AFG,rbg019a,0,default,0.0001073,0,1,48,487,10,26,1,1,412,0
AFG,rbg019c,0,combine,0.01003,0,1,2545,25333,2519,3195,0,1,19593,2887
AFG,rbg019c,0,gap_prune,0.01441,0,1,2545,25333,2519,3195,0,1,19593,2887
AFG,rbg019c,0,fastdom,0.009451,0,1,2549,28274,2526,3223,0,1,22502,0
AFG,rbg019c,0,default,0.01017,0,1,2549,28274,2526,3223,0,1,22502,0
AFG,rbg035a,0,combine,0.0001964,0,1,171,502,31,162,3,1,166,2762
AFG,rbg035a,0,gap_prune,0.0001857,0,1,171,502,31,162,3,1,166,2762
AFG,rbg035a,0,fastdom,0.002733,0,1,552,9488,273,1608,10,1,7318,0
AFG,rbg035a,0,default,0.003232,0,1,552,9488,273,1608,10,1,7318,0
AFG,rbg092a,0,combine,0.004897,0,1,1771,7071,560,3075,0,1,2225,42730
AFG,rbg092a,0,gap_prune,0.004938,0,1,1771,7071,560,3075,0,1,2225,42730
AFG,rbg092a,0,fastdom,0.02971,0,1,2609,86471,1448,9461,4,1,74397,0
AFG,rbg092a,0,default,0.02935,0,1,2609,86471,1448,9461,4,1,74397,0
AFG,rbg132.2,0,combine,0.01177,0,1,2567,9805,834,4655,0,1,2583,107871
AFG,rbg132.2,0,gap_prune,0.012,0,1,2567,9805,834,4655,0,1,2583,107871
AFG,rbg132.2,0,fastdom,0.2756,0,1,15071,757014,10282,88377,3,1,653563,0
AFG,rbg132.2,0,default,0.2882,0,1,15071,757014,10282,88377,3,1,653563,0
AFG,rbg233.2,0,combine,3.797,0,1,201188,1313529,164237,893111,0,1,219230,37098000
AFG,rbg233.2,0,gap_prune,25.87,0,1,201188,1313529,164237,893111,0,1,219230,37098000
AFG,rbg233.2,0,fastdom,21.23,0,1,246507,45330151,510418,1807180,12,1,43276452,0
AFG,rbg233.2,0,default,48.6,0,1,246507,45330151,510418,1807180,12,1,43276452,0
AFG,rbg016b,0,combine,4.598e-05,0,1,49,123,12,26,0,1,48,229
AFG,rbg016b,0,gap_prune,5.904e-05,0,1,49,123,12,26,0,1,48,229
AFG,rbg016b,0,fastdom,0.0003649,0,1,131,1248,67,230,0,1,887,0
AFG,rbg016b,0,default,0.0003355,0,1,131,1248,67,230,0,1,887,0
AFG,rbg016a,0,combine,0.0002266,0,1,127,484,79,105,0,1,252,1085
AFG,rbg016a,0,gap_prune,0.000149,0,1,127,484,79,105,0,1,252,1085
AFG,rbg016a,0,fastdom,0.0005976,0,1,138,1655,89,123,2,1,1392,0
AFG,rbg016a,0,default,0.0003961,0,1,138,1655,89,123,2,1,1392,0
AFG,rbg021.9,0,combine,219.4,0,1,895550,7502880,2047453,5711801,0,1,895529,832399
AFG,rbg021.9,0,gap_prune,300,1,0,366068,3614971,1469997,1413057,0,1,366066,411823
AFG,rbg021.9,0,fastdom,223.2,0,1,900845,8372109,2620747,6570294,0,1,900970,0
AFG,rbg021.9,0,default,300,1,0,395063,4310782,1963440,1557107,0,1,395175,0
AFG,rbg033a,0,combine,0.0003066,0,1,253,768,118,266,0,1,249,4350
AFG,rbg033a,0,gap_prune,0.0004435,0,1,253,768,118,266,0,1,249,4350
AFG,rbg033a,0,fastdom,0.00459,0,1,605,12462,424,1625,0,1,10232,0
AFG,rbg033a,0,default,0.004778,0,1,605,12462,424,1625,0,1,10232,0
AFG,rbg017.2,0,combine,0.0001308,0,1,88,249,57,76,0,1,85,302
AFG,rbg017.2,0,gap_prune,8.44e-05,0,1,88,249,57,76,0,1,85,302
AFG,rbg017.2,0,fastdom,0.001362,0,1,518,3550,588,2029,81,1,922,0
AFG,rbg017.2,0,default,0.001411,0,1,518,3550,588,2029,81,1,922,0
AFG,rbg201a,0,combine,0.1568,0,1,16251,97114,10041,36947,0,1,43916,971107
AFG,rbg201a,0,gap_prune,0.1901,0,1,16251,97114,10041,36947,0,1,43916,971107
AFG,rbg201a,0,fastdom,0.542,0,1,18605,1301024,11167,54759,2,1,1227658,0
AFG,rbg201a,0,default,0.5554,0,1,18605,1301024,11167,54759,2,1,1227658,0
AFG,rbg048a,0,combine,300,1,0,934243,24884773,2244787,1753832,0,1,21155457,11210974
AFG,rbg050c,0,combine,300,1,0,546191,14222686,3608201,883419,0,1,9184876,7690353
AFG,rbg042a,0,combine,0.06351,0,1,16372,112015,11373,40343,3,1,55297,328133
AFG,rbg042a,0,gap_prune,0.1134,0,1,16372,112015,11373,40343,3,1,55297,328133
AFG,rbg042a,0,fastdom,0.1435,0,1,17050,459114,13214,46237,3,1,395824,0
AFG,rbg042a,0,default,0.1904,0,1,17050,459114,13214,46237,3,1,395824,0
AFG,rbg049a,0,combine,85.44,0,1,733277,15224273,840875,1948051,0,1,12542945,12442494
AFG,rbg049a,0,gap_prune,300,1,0,622193,13491125,840875,1568533,0,1,11118422,10577403
AFG,rbg049a,0,fastdom,89.49,0,1,733483,27668887,840771,1950034,7,1,24985363,0
AFG,rbg049a,0,default,300,1,0,624930,24167164,840771,1580028,0,1,21785569,0
AFG,rbg125a,0,combine,0.007656,0,1,1607,6056,523,2517,3,1,1929,116124
AFG,rbg125a,0,gap_prune,0.007306,0,1,1607,6056,523,2517,3,1,1929,116124
AFG,rbg125a,0,fastdom,0.06434,0,1,3134,198933,1445,10098,10,1,185691,0
AFG,rbg125a,0,default,0.06265,0,1,3134,198933,1445,10098,10,1,185691,0
AFG,rbg021.2,0,combine,0.05252,0,1,12339,97889,8559,33787,0,1,51763,9455
AFG,rbg021.2,0,gap_prune,0.1088,0,1,12339,97889,8559,33787,0,1,51763,9455
AFG,rbg021.2,0,fastdom,0.05133,0,1,12381,107668,8659,34774,0,1,60513,0
AFG,rbg021.2,0,default,0.1053,0,1,12381,107668,8659,34774,0,1,60513,0
AFG,rbg040a,0,combine,0.0007274,0,1,424,1403,202,552,0,1,427,6302
AFG,rbg040a,0,gap_prune,0.0007271,0,1,424,1403,202,552,0,1,427,6302
AFG,rbg040a,0,fastdom,0.00493,0,1,881,16816,508,2742,2,1,13191,0
AFG,rbg040a,0,default,0.00487,0,1,881,16816,508,2742,2,1,13191,0
AFG,rbg193,0,combine,0.8601,0,1,56186,411300,78375,153620,0,1,201494,3866230
AFG,rbg193,0,gap_prune,2.066,0,1,56186,411300,78375,153620,0,1,201494,3866230
AFG,rbg193,0,fastdom,2.205,0,1,59159,4500128,79151,176392,1,1,4264576,0
AFG,rbg193,0,default,3.318,0,1,59159,4500128,79151,176392,1,1,4264576,0
AFG,rbg041a,0,combine,0.006034,0,1,2278,11136,2069,4719,0,1,4139,46972
AFG,rbg041a,0,gap_prune,0.007079,0,1,2278,11136,2069,4719,0,1,4139,46972
AFG,rbg041a,0,fastdom,0.0204,0,1,2676,66757,2777,7794,6,1,56281,0
AFG,rbg041a,0,default,0.0196,0,1,2676,66757,2777,7794,6,1,56281,0
AFG,rbg152,0,combine,0.012,0,1,2440,9132,789,4010,0,1,2682,145531
AFG,rbg152,0,gap_prune,0.01168,0,1,2440,9132,789,4010,0,1,2682,145531
AFG,rbg152,0,fastdom,0.1073,0,1,4203,285068,1364,12608,0,1,268257,0
AFG,rbg152,0,default,0.1052,0,1,4203,285068,1364,12608,0,1,268257,0
AFG,rbg050b,0,combine,70.89,0,1,724651,14735074,823311,2112471,0,1,11897952,12197760
AFG,rbg050b,0,gap_prune,300,1,0,599774,12862931,823311,1695366,0,1,10321704,10196238
AFG,rbg050b,0,fastdom,76.58,0,1,724912,26934918,823343,2115127,0,1,24094879,0
AFG,rbg050b,0,default,300,1,0,618256,23724416,823343,1754057,0,1,21157514,0
AFG,rbg086a,0,combine,0.001652,0,1,619,2164,113,698,0,1,847,26705
AFG,rbg086a,0,gap_prune,0.001629,0,1,619,2164,113,698,0,1,847,26705
AFG,rbg086a,0,fastdom,0.01494,0,1,1200,46002,437,3352,2,1,41448,0
AFG,rbg086a,0,default,0.01596,0,1,1200,46002,437,3352,2,1,41448,0
AFG,rbg031a,0,combine,0.0001107,0,1,105,267,17,60,0,1,102,1630
AFG,rbg031a,0,gap_prune,0.0001562,0,1,105,267,17,60,0,1,102,1630
AFG,rbg031a,0,fastdom,0.003651,0,1,408,7480,231,1196,0,1,5876,0
AFG,rbg031a,0,default,0.002239,0,1,408,7480,231,1196,0,1,5876,0
AFG,rbg034a,0,combine,0.003405,0,1,1083,4508,523,2023,0,1,1402,10402
AFG,rbg034a,0,gap_prune,0.003286,0,1,1083,4508,523,2023,0,1,1402,10402
AFG,rbg034a,0,fastdom,0.009327,0,1,1615,23526,1504,5445,4,1,16462,0
AFG,rbg034a,0,default,0.008405,0,1,1615,23526,1504,5445,4,1,16462,0
AFG,rbg193.2,0,combine,3.748,0,1,197160,1295406,164237,883256,0,1,214990,12281025
AFG,rbg193.2,0,gap_prune,26.47,0,1,197160,1295406,164237,883256,0,1,214990,12281025
AFG,rbg193.2,0,fastdom,10.7,0,1,245753,17712323,508715,1808486,12,1,15658072,0
AFG,rbg193.2,0,default,37.98,0,1,245753,17712323,508715,1808486,12,1,15658072,0
AFG,rbg067a,0,combine,0.003014,0,1,1265,5050,523,2199,0,1,1586,17478
AFG,rbg067a,0,gap_prune,0.00397,0,1,1265,5050,523,2199,0,1,1586,17478
AFG,rbg067a,0,fastdom,0.01097,0,1,1733,34179,1348,5572,1,1,26873,0
AFG,rbg067a,0,default,0.01122,0,1,1733,34179,1348,5572,1,1,26873,0
AFG,rbg132,0,combine,0.009886,0,1,1971,7293,834,3220,0,1,2102,101073
AFG,rbg132,0,gap_prune,0.01004,0,1,1971,7293,834,3220,0,1,2102,101073
AFG,rbg132,0,fastdom,0.0587,0,1,2971,172493,1061,7926,5,1,161591,0
AFG,rbg132,0,default,0.05781,0,1,2971,172493,1061,7926,5,1,161591,0
AFG,rbg021.8,0,combine,219.5,0,1,895550,7502880,2047453,5711801,0,1,895529,832399
AFG,rbg021.8,0,gap_prune,300,1,0,365764,3612324,1469519,1411280,0,1,365762,411519
AFG,rbg021.8,0,fastdom,222.4,0,1,899939,8364614,2617186,6564396,0,1,900279,0
AFG,rbg021.8,0,default,300,1,0,391995,4280617,1947896,1548407,0,1,392320,0
AFG,rbg027a,0,combine,0.008336,0,1,1680,12625,1387,3063,0,1,7882,1159
AFG,rbg027a,0,gap_prune,0.006124,0,1,1680,12625,1387,3063,0,1,7882,1159
AFG,rbg027a,0,fastdom,0.005498,0,1,1681,13792,1394,3073,0,1,9038,0
AFG,rbg027a,0,default,0.008864,0,1,1681,13792,1394,3073,0,1,9038,0
AFG,rbg050a,0,combine,0.0008569,0,1,451,1499,247,600,0,1,448,12953
AFG,rbg050a,0,gap_prune,0.001243,0,1,451,1499,247,600,0,1,448,12953
AFG,rbg050a,0,fastdom,1.82,0,1,91691,2536050,504890,1193330,5,1,1251024,0
AFG,rbg050a,0,default,6.092,0,1,91691,2536050,504890,1193330,5,1,1251024,0
AFG,rbg010a,0,combine,1.283e-05,0,1,12,21,1,0,0,1,9,45
AFG,rbg010a,0,gap_prune,1.042e-05,0,1,12,21,1,0,0,1,9,45
AFG,rbg010a,0,fastdom,0.0001209,0,1,56,364,43,80,0,1,228,0
AFG,rbg010a,0,default,0.0001114,0,1,56,364,43,80,0,1,228,0
AFG,rbg038a,0,combine,0.001128,0,1,632,2460,434,1030,3,1,795,10378
AFG,rbg038a,0,gap_prune,0.001169,0,1,632,2460,434,1030,3,1,795,10378
AFG,rbg038a,0,fastdom,0.00715,0,1,1016,19968,708,3046,21,1,15885,0
AFG,rbg038a,0,default,0.00667,0,1,1016,19968,708,3046,21,1,15885,0
AFG,rbg021.4,0,combine,0.7567,0,1,67085,534467,71762,264593,0,1,202789,53887
AFG,rbg021.4,0,gap_prune,4.99,0,1,67085,534467,71762,264593,0,1,202789,53887
AFG,rbg021.4,0,fastdom,0.7529,0,1,67406,591404,78818,284416,0,1,239582,0
AFG,rbg021.4,0,default,5.466,0,1,67406,591404,78818,284416,0,1,239582,0
AFG,rbg021.7,0,combine,221.7,0,1,880998,7433763,2047362,5574321,0,1,978444,832396
AFG,rbg021.7,0,gap_prune,300,1,0,366230,3616365,1469950,1413956,0,1,366230,411985
AFG,rbg021.7,0,fastdom,225.7,0,1,888195,8341637,2353652,6104621,0,1,1348821,0
AFG,rbg021.7,0,default,300,1,0,394369,4311087,1764463,1563246,0,1,589010,0
AFG,rbg017,0,combine,9.004e-05,0,1,88,249,57,76,0,1,85,302
AFG,rbg017,0,gap_prune,0.0001239,0,1,88,249,57,76,0,1,85,302
AFG,rbg017,0,fastdom,0.0005754,0,1,160,1119,142,329,1,1,629,0
AFG,rbg017,0,default,0.0005112,0,1,160,1119,142,329,1,1,629,0
AFG,rbg021.5,0,combine,1.125,0,1,87322,738378,92201,331627,0,1,319429,74568
AFG,rbg021.5,0,gap_prune,9.077,0,1,87322,738378,92201,331627,0,1,319429,74568
AFG,rbg021.5,0,fastdom,1.145,0,1,87579,816100,95356,354672,0,1,373849,0
AFG,rbg021.5,0,default,8.533,0,1,87579,816100,95356,354672,0,1,373849,0
AFG,rbg035a.2,0,combine,300,1,0,1197618,12398185,2235783,5885250,0,0,4310877,18781817
AFG,rbg021.3,0,combine,0.121,0,1,22255,179747,21671,65429,0,1,92063,18734
AFG,rbg021.3,0,gap_prune,0.3582,0,1,22255,179747,21671,65429,0,1,92063,18734
AFG,rbg021.3,0,fastdom,0.1191,0,1,22408,199648,22039,68552,0,1,108688,0
AFG,rbg021.3,0,default,0.3789,0,1,22408,199648,22039,68552,0,1,108688,0
AFG,rbg019d,10,combine,7.657e-05,0,1,79,198,21,45,0,1,74,612
AFG,rbg019d,10,gap_prune,0.0001004,0,1,79,198,21,45,0,1,74,612
AFG,rbg019d,10,fastdom,0.000361,0,1,126,1160,59,214,1,1,819,0
AFG,rbg019d,10,default,0.0005091,0,1,126,1160,59,214,1,1,819,0
AFG,rbg020a,10,combine,0.002707,0,2,823,3935,673,1105,0,1,2006,506
AFG,rbg020a,10,gap_prune,0.002392,0,2,823,3935,673,1105,0,1,2006,506
AFG,rbg020a,10,fastdom,0.001711,0,2,823,4441,678,1118,0,1,2499,0
AFG,rbg020a,10,default,0.002317,0,2,823,4441,678,1118,0,1,2499,0
AFG,rbg152.3,10,combine,0.0312,0,1,5501,20629,1034,9627,0,1,5501,304395
AFG,rbg152.3,10,gap_prune,0.03173,0,1,5501,20629,1034,9627,0,1,5501,304395
AFG,rbg152.3,10,fastdom,26.55,0,1,493809,44631314,218648,3605871,29,1,40531605,0
AFG,rbg152.3,10,default,79.29,0,1,493809,44631314,218648,3605871,29,1,40531605,0
AFG,rbg055a,10,combine,0.002827,0,1,1269,5056,523,2200,0,1,1587,17182
AFG,rbg055a,10,gap_prune,0.002845,0,1,1269,5056,523,2200,0,1,1587,17182
AFG,rbg055a,10,fastdom,0.01145,0,1,1660,33081,1137,5156,0,1,26265,0
AFG,rbg055a,10,default,0.009626,0,1,1660,33081,1137,5156,0,1,26265,0
AFG,rbg017a,10,combine,0.001627,0,5,453,3775,167,273,0,1,3045,32
AFG,rbg017a,10,gap_prune,0.001209,0,5,453,3775,167,273,0,1,3045,32
AFG,rbg017a,10,fastdom,0.001139,0,5,453,3807,167,273,0,1,3077,0
AFG,rbg017a,10,default,0.001525,0,5,453,3807,167,273,0,1,3077,0
AFG,rbg233,10,combine,2.272,0,1,99786,718873,127093,260429,0,1,358658,18501852
AFG,rbg233,10,gap_prune,6.254,0,1,99786,718873,127093,260429,0,1,358658,18501852
AFG,rbg233,10,fastdom,9.736,0,1,103881,19771919,128489,299894,6,1,19368138,0
AFG,rbg233,10,default,13.63,0,1,103881,19771919,128489,299894,6,1,19368138,0
AFG,rbg172a,10,combine,0.3789,0,3,44726,287292,30456,102930,2,1,139632,1197157
AFG,rbg172a,10,gap_prune,1.132,0,3,44726,287292,30456,102930,2,1,139632,1197157
AFG,rbg172a,10,fastdom,0.7239,0,3,46474,1633093,32587,129841,2,1,1456774,0
AFG,rbg172a,10,default,1.479,0,3,46474,1633093,32587,129841,2,1,1456774,0
AFG,rbg019b,10,combine,0.0001216,0,1,82,221,18,59,0,1,80,530
AFG,rbg019b,10,gap_prune,7.682e-05,0,1,82,221,18,59,0,1,80,530
AFG,rbg019b,10,fastdom,0.00141,0,1,409,4925,388,1281,0,1,3235,0
AFG,rbg019b,10,default,0.002112,0,1,409,4925,388,1281,0,1,3235,0
AFG,rbg021.6,10,combine,34.89,0,7,469566,3753410,522204,2116537,0,1,1167301,357753
AFG,rbg021.6,10,gap_prune,300,1,0,374016,3155761,522204,1542222,0,1,981585,357753
AFG,rbg021.6,10,fastdom,38.16,0,7,472075,4136171,615920,2269482,0,1,1394608,0
AFG,rbg021.6,10,default,300,1,0,378870,3552578,615920,1584183,0,1,1213696,0
AFG,rbg019a,10,combine,2.868e-05,0,1,33,73,6,9,0,1,31,257
AFG,rbg019a,10,gap_prune,3.779e-05,0,1,33,73,6,9,0,1,31,257
AFG,rbg019a,10,fastdom,0.000117,0,1,46,478,10,25,1,1,406,0
AFG,rbg019a,10,default,0.000115,0,1,46,478,10,25,1,1,406,0
AFG,rbg019c,10,combine,0.01783,0,6,4502,39929,3177,4633,0,1,30789,4027
AFG,rbg019c,10,gap_prune,0.02157,0,6,4502,39929,3177,4633,0,1,30789,4027
AFG,rbg019c,10,fastdom,0.01673,0,6,4505,43997,3182,4680,0,1,34807,0
AFG,rbg019c,10,default,0.02295,0,6,4505,43997,3182,4680,0,1,34807,0
AFG,rbg035a,10,combine,0.0002821,0,1,165,479,36,151,3,1,160,2668
AFG,rbg035a,10,gap_prune,0.0002523,0,1,165,479,36,151,3,1,160,2668
AFG,rbg035a,10,fastdom,0.00389,0,1,455,8633,289,1438,4,1,6736,0
AFG,rbg035a,10,default,0.002856,0,1,455,8633,289,1438,4,1,6736,0
AFG,rbg092a,10,combine,0.008118,0,1,2607,10975,816,4752,0,1,3616,54735
AFG,rbg092a,10,gap_prune,0.008552,0,1,2607,10975,816,4752,0,1,3616,54735
AFG,rbg092a,10,fastdom,0.05171,0,1,3796,110194,2345,13320,3,1,93075,0
AFG,rbg092a,10,default,0.03557,0,1,3796,110194,2345,13320,3,1,93075,0
AFG,rbg132.2,10,combine,0.01637,0,1,3658,13574,1024,6257,0,1,3659,142637
AFG,rbg132.2,10,gap_prune,0.01696,0,1,3658,13574,1024,6257,0,1,3659,142637
AFG,rbg132.2,10,fastdom,0.2764,0,1,15432,764125,8977,85983,11,1,662699,0
AFG,rbg132.2,10,default,0.2917,0,1,15432,764125,8977,85983,11,1,662699,0
AFG,rbg233.2,10,combine,18.11,0,1,452315,2881614,336096,1915527,0,1,513772,83429031
AFG,rbg233.2,10,gap_prune,179,0,1,452315,2881614,336096,1915527,0,1,513772,83429031
AFG,rbg233.2,10,fastdom,56.34,0,1,500235,93648421,1066377,3453186,1,1,89694999,0
AFG,rbg233.2,10,default,233.6,0,1,500235,93648421,1066377,3453186,1,1,89694999,0
AFG,rbg016b,10,combine,4.726e-05,0,1,49,123,12,26,0,1,48,229
AFG,rbg016b,10,gap_prune,4.441e-05,0,1,49,123,12,26,0,1,48,229
AFG,rbg016b,10,fastdom,0.0005785,0,1,116,1130,78,215,0,1,799,0
AFG,rbg016b,10,default,0.0004778,0,1,116,1130,78,215,0,1,799,0
AFG,rbg016a,10,combine,0.0002298,0,1,127,484,79,105,0,1,252,1085
AFG,rbg016a,10,gap_prune,0.0002265,0,1,127,484,79,105,0,1,252,1085
AFG,rbg016a,10,fastdom,0.0003858,0,1,138,1655,89,123,2,1,1392,0
AFG,rbg016a,10,default,0.0006513,0,1,138,1655,89,123,2,1,1392,0
AFG,rbg021.9,10,combine,300,1,0,831290,7873802,3440450,2770988,0,1,831288,893552
AFG,rbg033a,10,combine,0.0002776,0,1,234,672,78,208,0,1,230,3673
AFG,rbg033a,10,gap_prune,0.0002617,0,1,234,672,78,208,0,1,230,3673
AFG,rbg033a,10,fastdom,0.004077,0,1,602,12191,401,1605,0,1,9984,0
AFG,rbg033a,10,default,0.003759,0,1,602,12191,401,1605,0,1,9984,0
AFG,rbg017.2,10,combine,0.0001777,0,1,122,329,64,88,0,1,119,364
AFG,rbg017.2,10,gap_prune,0.0001632,0,1,122,329,64,88,0,1,119,364
AFG,rbg017.2,10,fastdom,0.001921,0,1,643,4304,746,2421,30,1,1210,0
AFG,rbg017.2,10,default,0.002404,0,1,643,4304,746,2421,30,1,1210,0
AFG,rbg201a,10,combine,0.5351,0,1,45314,289581,30456,103922,0,1,140345,2505669
AFG,rbg201a,10,gap_prune,1.304,0,1,45314,289581,30456,103922,0,1,140345,2505669
AFG,rbg201a,10,fastdom,1.261,0,1,47359,3000231,32587,133120,3,1,2819749,0
AFG,rbg201a,10,default,2.025,0,1,47359,3000231,32587,133120,3,1,2819749,0
AFG,rbg042a,10,combine,0.1744,0,1,35229,252042,25656,85402,5,1,131406,739711
AFG,rbg042a,10,gap_prune,0.6106,0,1,35229,252042,25656,85402,5,1,131406,739711
AFG,rbg042a,10,fastdom,0.3563,0,1,35555,999985,28881,93837,7,1,870586,0
AFG,rbg042a,10,default,0.7893,0,1,35555,999985,28881,93837,7,1,870586,0
AFG,rbg049a,10,combine,183.5,0,1,1071564,20856459,1006564,2530357,0,1,17254538,18065318
AFG,rbg125a,10,combine,0.01031,0,2,1994,7655,608,3210,1,1,2449,144371
AFG,rbg125a,10,gap_prune,0.01015,0,2,1994,7655,608,3210,1,1,2449,144371
AFG,rbg125a,10,fastdom,0.07328,0,2,3382,238141,1475,10486,4,1,224268,0
AFG,rbg125a,10,default,0.07151,0,2,3382,238141,1475,10486,4,1,224268,0
AFG,rbg021.2,10,combine,0.2041,0,7,36293,252282,27521,100550,0,1,115433,19043
AFG,rbg021.2,10,gap_prune,1.305,0,7,36293,252282,27521,100550,0,1,115433,19043
AFG,rbg021.2,10,fastdom,0.2381,0,7,36365,271920,30683,104046,0,1,131503,0
AFG,rbg021.2,10,default,1.404,0,7,36365,271920,30683,104046,0,1,131503,0
AFG,rbg040a,10,combine,0.0008757,0,1,517,1663,254,622,0,1,524,7623
AFG,rbg040a,10,gap_prune,0.001322,0,1,517,1663,254,622,0,1,524,7623
AFG,rbg040a,10,fastdom,0.006142,0,1,1021,18394,610,3148,2,1,14223,0
AFG,rbg040a,10,default,0.007185,0,1,1021,18394,610,3148,2,1,14223,0
AFG,rbg193,10,combine,3.387,0,1,129607,969347,166075,332693,0,1,507047,9203130
AFG,rbg193,10,gap_prune,12.74,0,1,129607,969347,166075,332693,0,1,507047,9203130
AFG,rbg193,10,fastdom,6.414,0,1,132681,10434021,166937,361303,1,1,9940036,0
AFG,rbg193,10,default,15.45,0,1,132681,10434021,166937,361303,1,1,9940036,0
AFG,rbg041a,10,combine,0.009035,0,1,3210,15264,2422,6349,0,1,5705,65895
AFG,rbg041a,10,gap_prune,0.01258,0,1,3210,15264,2422,6349,0,1,5705,65895
AFG,rbg041a,10,fastdom,0.02927,0,1,3685,91857,3446,10169,3,1,78000,0
AFG,rbg041a,10,default,0.03368,0,1,3685,91857,3446,10169,3,1,78000,0
AFG,rbg152,10,combine,0.0185,0,1,3586,13122,1042,5464,0,1,4072,202038
AFG,rbg152,10,gap_prune,0.01832,0,1,3586,13122,1042,5464,0,1,4072,202038
AFG,rbg152,10,fastdom,0.117,0,1,4915,320677,1642,14054,0,1,301708,0
AFG,rbg152,10,default,0.1285,0,1,4915,320677,1642,14054,0,1,301708,0
AFG,rbg050b,10,combine,300,1,0,1582613,30153453,1524047,3672326,0,1,24803690,26888749
AFG,rbg086a,10,combine,0.002126,0,1,829,3009,123,967,0,1,1213,35858
AFG,rbg086a,10,gap_prune,0.002078,0,1,829,3009,123,967,0,1,1213,35858
AFG,rbg086a,10,fastdom,0.01737,0,1,1483,57343,548,3923,4,1,51933,0
AFG,rbg086a,10,default,0.01665,0,1,1483,57343,548,3923,4,1,51933,0
AFG,rbg031a,10,combine,0.0001393,0,1,132,351,30,88,0,1,131,2248
AFG,rbg031a,10,gap_prune,0.0001343,0,1,132,351,30,88,0,1,131,2248
AFG,rbg031a,10,fastdom,0.00249,0,1,473,8415,227,1313,0,1,6629,0
