dataset,name,k,solver,time,timeout,numsol,expd,gen,qsize,pr-frontier,pr-sol,pr-fea,pr-post,pr-extra
Dumas,n20w100.004,20,makespan-order,0.00155,0,3,558,2958,194,612,0,1,1786,3936
Dumas,n20w100.004,20,makespan-order-mst,0.008502,0,3,488,2571,194,554,3,1,1524,3443
Dumas,n80w80.005,20,combine,0.07527,0,2,9951,98045,2262,17017,0,1,71076,352070
Dumas,n80w80.005,20,makespan-order,0.07772,0,2,9589,93074,1249,16143,0,1,67341,337826
Dumas,n80w80.005,20,makespan-order-mst,3.187,0,2,9096,87038,1253,15360,0,1,62581,316936
Dumas,n60w60.005,20,combine,0.009348,0,1,1745,12880,337,1810,0,1,9325,55315
Dumas,n60w60.005,20,makespan-order,0.01036,0,1,1842,13647,316,1928,0,1,9877,59301
Dumas,n60w60.005,20,makespan-order-mst,0.3148,0,1,1615,11834,308,1675,0,1,8544,50856
Dumas,n40w80.001,20,combine,0.006071,0,2,1477,9231,417,1978,0,1,5775,22830
Dumas,n40w80.001,20,makespan-order,0.006823,0,2,1547,9697,313,2032,0,1,6117,23915
Dumas,n40w80.001,20,makespan-order-mst,0.08849,0,2,1376,8577,258,1815,0,1,5385,21108
Dumas,n60w20.002,20,combine,0.0003427,0,1,153,626,15,54,0,1,419,4412
Dumas,n60w20.002,20,makespan-order,0.0003417,0,1,148,603,23,53,0,1,402,4308
Dumas,n60w20.002,20,makespan-order-mst,0.01193,0,1,142,584,24,52,0,1,390,4077
Dumas,n150w40.002,20,combine,0.06187,0,1,7843,60598,842,9897,0,1,42858,700838
Dumas,n150w40.002,20,makespan-order,0.0602,0,1,7684,59240,623,9464,0,1,42092,681206
Dumas,n150w40.002,20,makespan-order-mst,6.271,0,1,6776,51782,558,8269,0,1,36737,588641
Dumas,n100w20.005,20,combine,0.003157,0,1,688,3322,97,452,0,1,2182,37119
Dumas,n100w20.005,20,makespan-order,0.003178,0,1,697,3338,76,453,0,1,2188,37713
Dumas,n100w20.005,20,makespan-order-mst,0.1534,0,1,680,3266,74,452,0,1,2134,36587
Dumas,n60w20.005,20,combine,0.0003146,0,1,120,445,16,42,0,1,283,3960
Dumas,n60w20.005,20,makespan-order,0.0002457,0,1,119,439,16,42,0,1,278,3931
Dumas,n60w20.005,20,makespan-order-mst,0.01049,0,1,119,434,15,46,0,1,269,4097
Dumas,n80w40.003,20,combine,0.005514,0,1,1082,7493,143,890,0,1,5521,41073
Dumas,n80w40.003,20,makespan-order,0.005969,0,1,1104,7674,163,922,0,1,5648,42283
Dumas,n80w40.003,20,makespan-order-mst,0.21,0,1,959,6629,147,816,0,1,4854,36105
Dumas,n20w80.004,20,combine,0.0006794,0,1,241,1110,91,255,0,1,614,2043
Dumas,n20w80.004,20,makespan-order,0.0006479,0,1,243,1098,75,239,0,1,616,2047
Dumas,n20w80.004,20,makespan-order-mst,0.004056,0,1,238,1085,81,244,0,1,603,2007
Dumas,n60w80.004,20,combine,0.1311,0,1,15393,135462,4764,23081,0,1,96988,332932
Dumas,n60w80.004,20,makespan-order,0.1126,0,1,15218,134036,2869,22465,0,1,96353,332254
Dumas,n60w80.004,20,makespan-order-mst,2.231,0,1,14133,124369,2633,20729,0,1,89507,309741
Dumas,n100w40.005,20,combine,0.02592,0,1,4335,26979,892,5985,0,1,16659,156859
Dumas,n100w40.005,20,makespan-order,0.02434,0,1,4233,26342,768,5801,0,1,16308,158667
Dumas,n100w40.005,20,makespan-order-mst,0.9827,0,1,4227,26492,767,5762,0,1,16503,157187
Dumas,n20w60.002,20,combine,0.0001307,0,2,73,288,24,45,0,1,169,546
Dumas,n20w60.002,20,makespan-order,0.0001387,0,2,78,304,28,48,0,1,177,585
Dumas,n20w60.002,20,makespan-order-mst,0.001162,0,2,81,314,27,48,0,1,184,600
Dumas,n40w40.004,20,combine,0.0007806,0,1,280,1255,29,148,0,1,827,4373
Dumas,n40w40.004,20,makespan-order,0.0007631,0,1,299,1347,27,159,0,1,889,4645
Dumas,n40w40.004,20,makespan-order-mst,0.009944,0,1,259,1137,25,136,0,1,742,3916
Dumas,n200w20.004,20,combine,0.01777,0,1,2577,13960,206,2539,0,1,8844,302064
Dumas,n200w20.004,20,makespan-order,0.02022,0,1,2731,14890,325,2654,0,1,9505,324716
Dumas,n200w20.004,20,makespan-order-mst,2.642,0,1,2483,13427,276,2441,0,1,8503,286336
Dumas,n20w100.003,20,combine,0.00126,0,1,416,2478,180,543,0,1,1519,3048
Dumas,n20w100.003,20,makespan-order,0.001253,0,1,423,2548,121,546,0,1,1579,3229
Dumas,n20w100.003,20,makespan-order-mst,0.00801,0,1,359,2116,112,445,0,1,1312,2645
Dumas,n150w40.001,20,combine,0.1863,0,1,17173,159821,4112,25996,0,1,116652,1589063
Dumas,n150w40.001,20,makespan-order,0.1967,0,1,17089,158414,3175,25821,0,1,115504,1579618
Dumas,n150w40.001,20,makespan-order-mst,17.1,0,1,15412,141562,2959,23316,0,1,102834,1421486
Dumas,n100w60.005,20,combine,0.06621,0,2,7858,70395,2403,10876,0,1,51660,344280
Dumas,n100w60.005,20,makespan-order,0.06572,0,2,7813,70200,2106,10427,0,1,51959,347336
Dumas,n100w60.005,20,makespan-order-mst,3.155,0,2,7091,63261,2131,9947,0,1,46222,310138
Dumas,n40w60.004,20,combine,0.03063,0,3,4722,36899,2342,9074,0,1,23101,106709
Dumas,n40w60.004,20,makespan-order,0.02596,0,3,4287,32950,1623,8057,0,1,20604,95916
Dumas,n40w60.004,20,makespan-order-mst,0.4964,0,3,4081,31261,1609,7676,0,1,19502,91357
Dumas,n20w40.004,20,combine,0.0001166,0,1,63,234,20,29,0,1,142,456
Dumas,n20w40.004,20,makespan-order,0.0001052,0,1,62,228,19,28,0,1,138,448
Dumas,n20w40.004,20,makespan-order-mst,0.0007172,0,1,62,228,19,28,0,1,138,448
Dumas,n150w20.003,20,combine,0.008327,0,1,1493,7932,424,1589,0,1,4850,130921
Dumas,n150w20.003,20,makespan-order,0.008881,0,1,1543,8141,340,1652,0,1,4946,134906
Dumas,n150w20.003,20,makespan-order-mst,0.8892,0,1,1362,7138,271,1420,0,1,4356,120378
Dumas,n40w100.005,20,combine,0.09406,0,1,14011,130471,6271,26492,0,1,89968,130407
Dumas,n40w100.005,20,makespan-order,0.11,0,1,13726,128861,4010,25850,0,1,89285,131544
Dumas,n40w100.005,20,makespan-order-mst,0.9276,0,1,12640,116764,3751,24225,0,1,79899,116646
Dumas,n20w80.005,20,combine,0.002008,0,1,573,3339,151,466,0,1,2300,2553
Dumas,n20w80.005,20,makespan-order,0.002021,0,1,605,3534,138,489,1,1,2439,2715
Dumas,n20w80.005,20,makespan-order-mst,0.009558,0,1,569,3358,137,464,0,1,2325,2596
Dumas,n40w40.003,20,combine,0.0003147,0,1,144,671,21,68,0,1,459,2342
Dumas,n40w40.003,20,makespan-order,0.000381,0,1,144,681,17,68,0,1,469,2416
Dumas,n40w40.003,20,makespan-order-mst,0.005793,0,1,135,615,14,60,0,1,420,2124
Dumas,n60w40.001,20,combine,0.001682,0,1,485,2832,81,333,0,1,2014,16413
Dumas,n60w40.001,20,makespan-order,0.001802,0,1,517,3028,84,344,0,1,2167,17529
Dumas,n60w40.001,20,makespan-order-mst,0.07391,0,1,475,2735,73,320,0,1,1940,15907
Dumas,n20w80.003,20,combine,0.0008448,0,2,306,1571,116,211,0,1,1053,1731
Dumas,n20w80.003,20,makespan-order,0.0009185,0,2,321,1649,77,221,0,1,1106,1812
Dumas,n20w80.003,20,makespan-order-mst,0.004053,0,2,271,1348,62,180,0,1,896,1509
Dumas,n40w80.003,20,combine,0.006373,0,1,1496,8947,603,2058,0,1,5393,23392
Dumas,n40w80.003,20,makespan-order,0.006402,0,1,1569,9513,463,2087,0,1,5857,24678
Dumas,n40w80.003,20,makespan-order-mst,0.07902,0,1,1434,8558,433,1959,0,1,5165,22495
Dumas,n40w100.002,20,combine,0.4483,0,1,39117,315791,25134,88943,0,1,187731,512743
Dumas,n40w100.002,20,makespan-order,0.4924,0,1,37968,303909,19029,84240,0,1,181701,497960
Dumas,n40w100.002,20,makespan-order-mst,2.853,0,1,34794,279467,18476,78019,0,1,166654,457934
Dumas,n40w40.001,30,combine,0.0004424,0,1,206,883,37,119,0,1,558,4446
Dumas,n40w40.001,30,makespan-order,0.0004969,0,1,227,978,38,126,0,1,625,4706
Dumas,n40w40.001,30,makespan-order-mst,0.01079,0,1,201,873,35,120,0,1,552,4277
Dumas,n60w60.002,30,combine,0.0115,0,1,2370,14836,961,3226,0,1,9240,72128
Dumas,n60w60.002,30,makespan-order,0.012,0,1,2401,15031,710,3222,0,1,9408,72148
Dumas,n60w60.002,30,makespan-order-mst,0.3741,0,1,2360,14899,732,3175,0,1,9364,72176
Dumas,n40w100.001,30,combine,0.652,0,3,44776,359333,28365,93541,1,1,221013,433712
Dumas,n40w100.001,30,makespan-order,0.598,0,3,42668,339803,21377,87953,1,1,209179,413616
Dumas,n40w100.001,30,makespan-order-mst,2.664,0,3,41843,333285,21377,87406,1,1,204033,405563
Dumas,n100w40.002,30,combine,0.04142,0,1,6347,42201,3184,10344,0,1,25510,357489
Dumas,n100w40.002,30,makespan-order,0.04692,0,1,6350,42162,1779,10348,0,1,25464,354598
Dumas,n100w40.002,30,makespan-order-mst,2.228,0,1,6069,39856,1689,9862,0,1,23925,333978
Dumas,n150w20.004,30,combine,0.005081,0,1,995,4901,100,709,0,1,3197,84976
Dumas,n150w20.004,30,makespan-order,0.005903,0,1,1022,5068,122,714,0,1,3332,88285
Dumas,n150w20.004,30,makespan-order-mst,0.4934,0,1,876,4286,89,611,0,1,2799,73611
Dumas,n60w40.003,30,combine,0.007735,0,1,1969,11072,746,2605,0,1,6498,33378
Dumas,n60w40.003,30,makespan-order,0.01005,0,1,2064,11667,623,2700,0,1,6903,35282
Dumas,n60w40.003,30,makespan-order-mst,0.1098,0,1,1939,10837,608,2606,0,1,6292,32325
Dumas,n60w100.005,30,combine,2.419,0,1,110914,1228693,23064,195728,0,1,922051,2867792
Dumas,n60w100.005,30,makespan-order,1.799,0,1,106571,1180534,25340,186207,0,1,887756,2766798
Dumas,n60w100.005,30,makespan-order-mst,27.03,0,1,99753,1102799,24365,174348,0,1,828698,2584534
Dumas,n150w60.001,30,combine,0.753,0,2,55176,633083,7030,94148,0,1,483758,3889348
Dumas,n150w60.001,30,makespan-order,0.7705,0,2,53863,615968,8556,90175,0,1,471929,3869847
Dumas,n150w60.001,30,makespan-order-mst,51.43,0,2,49541,559221,8898,86884,0,1,422795,3474669
Dumas,n60w40.002,30,combine,0.006235,0,1,1400,8743,348,1489,0,1,5854,45186
Dumas,n60w40.002,30,makespan-order,0.006968,0,1,1528,9536,357,1642,0,1,6366,49448
Dumas,n60w40.002,30,makespan-order-mst,0.2263,0,1,1368,8406,306,1521,0,1,5517,44181
Dumas,n20w60.004,30,combine,0.001146,0,1,353,1701,143,468,0,1,880,2273
Dumas,n20w60.004,30,makespan-order,0.001036,0,1,375,1802,179,487,0,1,940,2392
Dumas,n20w60.004,30,makespan-order-mst,0.004741,0,1,327,1579,161,445,0,1,807,2078
Dumas,n60w80.001,30,combine,0.08677,0,1,12530,93836,3978,21152,1,1,60153,306141
Dumas,n60w80.001,30,makespan-order,0.09162,0,1,13403,100589,3570,22783,1,1,64402,337264
Dumas,n60w80.001,30,makespan-order-mst,1.876,0,1,11028,82418,2938,18194,0,1,53196,275850
Dumas,n150w40.003,30,combine,0.2531,0,1,23775,218916,8110,40437,0,1,154704,2122823
Dumas,n150w40.003,30,makespan-order,0.2578,0,1,23737,218449,5948,39452,0,1,155260,2111759
Dumas,n150w40.003,30,makespan-order-mst,26.8,0,1,22240,203378,5933,37397,0,1,143741,1981812
Dumas,n200w20.001,30,combine,0.02657,0,1,3167,19654,221,3429,0,1,13058,341698
Dumas,n200w20.001,30,makespan-order,0.02704,0,1,3230,20201,343,3458,0,1,13513,349225
Dumas,n200w20.001,30,makespan-order-mst,2.699,0,1,2861,17762,304,3033,0,1,11868,306534
Dumas,n200w40.004,30,combine,1.535,0,1,75638,827386,21734,144478,0,1,607270,10256516
Dumas,n200w40.004,30,makespan-order,1.3,0,1,66140,708046,18798,125447,0,1,516459,8855776
Dumas,n200w40.004,30,makespan-order-mst,150,0,1,62448,669410,18307,118728,0,1,488234,8403556
Dumas,n40w40.002,30,combine,0.001037,0,1,357,1514,131,338,0,1,819,8682
Dumas,n40w40.002,30,makespan-order,0.001098,0,1,381,1631,108,370,0,1,880,9165
Dumas,n40w40.002,30,makespan-order-mst,0.02079,0,1,371,1583,108,351,0,1,861,9145
Dumas,n200w40.005,30,combine,0.4,0,1,32770,328405,3356,49029,0,1,246606,3846690
Dumas,n200w40.005,30,makespan-order,0.4237,0,1,32580,324254,2884,48917,0,1,242757,3804797
Dumas,n200w40.005,30,makespan-order-mst,65.02,0,1,30412,304597,2797,45011,0,1,229174,3628246
Dumas,n20w100.001,30,combine,0.003773,0,6,1158,6370,502,1425,0,1,3782,7478
Dumas,n20w100.001,30,makespan-order,0.004139,0,6,1203,6572,522,1465,0,1,3899,7695
Dumas,n20w100.001,30,makespan-order-mst,0.01829,0,6,1103,6004,496,1316,0,1,3580,7076
Dumas,n20w20.005,30,combine,4.733e-05,0,1,32,91,7,7,0,1,52,255
Dumas,n20w20.005,30,makespan-order,0.0001104,0,1,32,91,7,7,0,1,52,255
Dumas,n20w20.005,30,makespan-order-mst,0.000309,0,1,34,96,7,7,0,1,55,267
Dumas,n150w60.002,30,combine,3.728,0,4,158971,1964044,36393,269728,0,1,1535342,12477298
Dumas,n150w60.002,30,makespan-order,3.202,0,4,149992,1847765,31549,251090,0,1,1446680,11825758
Dumas,n150w60.002,30,makespan-order-mst,181.3,0,5,148798,1827273,33296,251196,0,1,1427275,11663637
Dumas,n150w60.005,30,combine,1.638,0,1,80369,852717,32811,131946,0,1,640402,6677365
Dumas,n150w60.005,30,makespan-order,1.327,0,1,77536,817222,23220,125711,0,1,613975,6455185
Dumas,n150w60.005,30,makespan-order-mst,106.3,0,1,74385,785019,23719,123528,0,1,587106,6251129
Dumas,n20w100.002,30,combine,0.00865,0,4,1848,11912,885,2638,0,1,7423,9840
Dumas,n20w100.002,30,makespan-order,0.008903,0,4,1879,11989,762,2697,0,1,7410,9858
Dumas,n20w100.002,30,makespan-order-mst,0.03779,0,5,1701,10808,686,2478,0,1,6625,9065
Dumas,n20w20.001,30,combine,5.136e-05,0,1,30,100,7,6,0,1,64,263
Dumas,n20w20.001,30,makespan-order,4.565e-05,0,1,30,100,7,6,0,1,64,263
Dumas,n20w20.001,30,makespan-order-mst,0.0002793,0,1,24,80,7,6,0,1,50,188
Dumas,n150w20.001,30,combine,0.007413,0,1,1350,7281,105,1013,0,1,4918,106462
Dumas,n150w20.001,30,makespan-order,0.00819,0,1,1404,7625,94,1050,0,1,5171,111081
Dumas,n150w20.001,30,makespan-order-mst,0.7028,0,1,1283,6863,84,937,0,1,4643,100719
Dumas,n80w80.002,30,combine,2.205,0,1,82709,860107,51195,194682,0,1,582716,4415151
Dumas,n80w80.002,30,makespan-order,1.453,0,1,76437,786876,42706,178248,0,1,532191,4056196
Dumas,n80w80.002,30,makespan-order-mst,52.57,0,1,88168,929706,55009,218721,0,1,622817,4752120
Dumas,n80w40.005,30,combine,0.01022,0,2,1932,11934,442,2284,0,1,7717,79544
Dumas,n80w40.005,30,makespan-order,0.01093,0,2,2028,12518,493,2409,0,1,8080,83227
Dumas,n80w40.005,30,makespan-order-mst,0.4621,0,2,2109,12926,628,2794,0,1,8022,86405
Dumas,n100w60.001,30,combine,0.4055,0,1,34916,361434,5941,58986,0,1,267532,1392696
Dumas,n100w60.001,30,makespan-order,0.3738,0,1,34068,349394,7744,57595,0,1,257731,1360564
Dumas,n100w60.001,30,makespan-order-mst,15.44,0,1,32839,337908,7430,55404,0,1,249665,1278857
Dumas,n40w100.003,30,combine,0.042,0,2,6673,51793,2110,9882,0,1,35237,75755
Dumas,n40w100.003,30,makespan-order,0.04186,0,2,7048,54587,1994,10721,0,1,36817,80035
Dumas,n40w100.003,30,makespan-order-mst,0.397,0,2,6625,50836,1762,9724,0,1,34486,75527
Dumas,n40w60.002,30,combine,0.003129,0,3,892,5229,152,783,0,1,3552,17273
Dumas,n40w60.002,30,makespan-order,0.003064,0,3,892,5215,114,757,0,1,3564,17310
Dumas,n40w60.002,30,makespan-order-mst,0.05031,0,3,753,4289,93,640,0,1,2894,13798
Dumas,n20w40.002,30,combine,0.0001385,0,1,79,292,18,30,0,1,183,722
Dumas,n20w40.002,30,makespan-order,0.0001326,0,1,79,292,16,30,0,1,183,722
Dumas,n20w40.002,30,makespan-order-mst,0.001018,0,1,79,292,18,30,0,1,183,722
Dumas,n100w20.004,30,combine,0.001704,0,1,427,2184,29,177,0,1,1580,22321
Dumas,n100w20.004,30,makespan-order,0.001593,0,1,443,2268,28,177,0,1,1648,23377
Dumas,n100w20.004,30,makespan-order-mst,0.1047,0,1,396,1993,29,173,0,1,1424,20583
Dumas,n40w20.001,30,combine,0.0003304,0,3,143,562,22,47,0,1,370,2237
Dumas,n40w20.001,30,makespan-order,0.0002796,0,3,142,558,22,46,0,1,368,2230
Dumas,n40w20.001,30,makespan-order-mst,0.005033,0,3,140,548,22,46,0,1,360,2203
Dumas,n150w20.005,30,combine,0.00706,0,1,1338,7154,293,1073,0,1,4743,99057
Dumas,n150w20.005,30,makespan-order,0.008633,0,1,1354,7287,284,1065,0,1,4868,101075
Dumas,n150w20.005,30,makespan-order-mst,0.6184,0,1,1257,6729,280,1028,0,1,4444,93508
Dumas,n40w20.005,30,combine,0.0001456,0,1,77,291,11,22,0,1,192,1352
Dumas,n40w20.005,30,makespan-order,0.0001415,0,1,77,291,11,23,0,1,191,1352
Dumas,n40w20.005,30,makespan-order-mst,0.002706,0,1,68,254,10,20,0,1,166,1208
Dumas,n40w60.001,30,combine,0.002549,0,2,747,4342,132,606,0,1,2988,12819
Dumas,n40w60.001,30,makespan-order,0.002763,0,2,797,4587,126,645,0,1,3144,13422
Dumas,n40w60.001,30,makespan-order-mst,0.04862,0,2,706,4063,127,553,0,1,2803,12191
Dumas,n80w80.004,30,combine,2.268,0,1,110268,1213076,27148,226039,0,1,876769,5426750
Dumas,n80w80.004,30,makespan-order,2.028,0,1,106252,1161508,25036,214993,0,1,840263,5226539
Dumas,n80w80.004,30,makespan-order-mst,59.74,0,1,98065,1074446,24785,200521,0,1,775860,4872468
Dumas,n60w60.004,30,combine,0.02038,0,5,3242,27701,1106,3345,0,1,21110,131206
Dumas,n60w60.004,30,makespan-order,0.02231,0,5,3390,28632,744,3408,0,1,21830,137805
Dumas,n60w60.004,30,makespan-order-mst,0.9391,0,5,2874,24524,671,3022,0,1,18624,115916
Dumas,n20w80.001,30,combine,0.0004388,0,1,218,986,71,165,0,1,603,1730
Dumas,n20w80.001,30,makespan-order,0.000701,0,1,261,1202,98,222,0,1,719,2127
Dumas,n20w80.001,30,makespan-order-mst,0.004986,0,1,301,1408,114,272,0,1,835,2525
Dumas,n100w40.003,30,combine,0.02322,0,2,3483,25161,839,3938,0,1,17739,166100
Dumas,n100w40.003,30,makespan-order,0.02261,0,2,3441,24735,651,3774,0,1,17519,163918
Dumas,n100w40.003,30,makespan-order-mst,1.114,0,2,3129,22254,597,3558,0,1,15566,147006
Dumas,n20w60.001,30,combine,0.0007437,0,1,222,1240,119,161,0,1,857,2025
Dumas,n20w60.001,30,makespan-order,0.0006698,0,1,218,1216,64,155,0,1,843,1979
Dumas,n20w60.001,30,makespan-order-mst,0.004887,0,1,207,1151,64,136,0,1,808,1874
Dumas,n40w20.004,30,combine,0.0002001,0,1,111,411,15,44,0,1,256,1930
Dumas,n40w20.004,30,makespan-order,0.0002217,0,1,123,452,21,43,0,1,286,2052
Dumas,n40w20.004,30,makespan-order-mst,0.00351,0,1,104,385,20,37,0,1,244,1785
Dumas,n60w80.005,30,combine,1.165,0,1,59900,724818,37132,63752,0,1,601166,1527057
Dumas,n60w80.005,30,makespan-order,1.21,0,1,58675,707224,15722,62593,0,1,585956,1493407
Dumas,n60w80.005,30,makespan-order-mst,16.15,0,1,56137,674791,15175,60518,0,1,558136,1427284
Dumas,n200w40.002,30,combine,0.5569,0,1,46685,400648,6291,75009,0,1,278954,5317426
Dumas,n200w40.002,30,makespan-order,0.5674,0,1,46971,399203,6428,73053,0,1,279179,5380065
Dumas,n200w40.002,30,makespan-order-mst,68.36,0,1,44773,381875,6028,71120,0,1,265982,5109386
Dumas,n60w20.004,30,combine,0.0004431,0,1,176,674,23,81,0,1,417,5731
Dumas,n60w20.004,30,makespan-order,0.0004536,0,1,177,674,22,82,0,1,415,5801
Dumas,n60w20.004,30,makespan-order-mst,0.01408,0,1,168,638,22,77,0,1,393,5371
Dumas,n80w20.002,30,combine,0.001162,0,1,336,1563,49,211,0,1,1016,14565
Dumas,n80w20.002,30,makespan-order,0.001178,0,1,353,1637,68,216,0,1,1068,15120
Dumas,n80w20.002,30,makespan-order-mst,0.0578,0,1,321,1471,62,210,0,1,940,13599
Dumas,n80w20.003,30,combine,0.0006077,0,1,248,985,17,109,0,1,628,8900
Dumas,n80w20.003,30,makespan-order,0.0006464,0,1,250,1001,17,113,0,1,638,9038
Dumas,n80w20.003,30,makespan-order-mst,0.03305,0,1,257,1042,22,123,0,1,662,9155
Dumas,n80w80.001,30,combine,0.4217,0,2,36576,353497,13049,52672,0,1,264248,1607230
Dumas,n80w80.001,30,makespan-order,0.4137,0,2,37582,365360,8322,53887,0,1,273890,1649217
Dumas,n80w80.001,30,makespan-order-mst,13.48,0,2,33836,324013,8156,48700,0,1,241476,1485931
Dumas,n60w20.003,30,combine,0.0005338,0,1,219,896,28,101,0,1,576,5796
Dumas,n60w20.003,30,makespan-order,0.0005324,0,1,212,869,27,100,0,1,557,5551
Dumas,n60w20.003,30,makespan-order-mst,0.01361,0,1,204,832,26,97,0,1,531,5352
Dumas,n80w60.001,30,combine,0.04432,0,1,6710,51285,1983,10571,0,1,34004,216519
Dumas,n80w60.001,30,makespan-order,0.04287,0,1,6826,52605,1576,10598,0,1,35181,222862
Dumas,n80w60.001,30,makespan-order-mst,1.381,0,1,6237,47194,1490,9633,0,1,31324,201353
Dumas,n80w20.005,30,combine,0.0009777,0,1,294,1270,45,144,0,1,832,9742
Dumas,n80w20.005,30,makespan-order,0.0009579,0,1,299,1298,51,147,0,1,852,9906
Dumas,n80w20.005,30,makespan-order-mst,0.03031,0,1,289,1233,50,146,0,1,798,9456
Dumas,n60w40.005,30,combine,0.001787,0,3,624,2835,145,451,0,1,1758,14807
Dumas,n60w40.005,30,makespan-order,0.001955,0,3,661,3028,146,451,0,1,1914,16231
Dumas,n60w40.005,30,makespan-order-mst,0.04837,0,3,602,2688,131,430,0,1,1654,14330
Dumas,n200w20.005,30,combine,0.01779,0,1,2343,14138,510,2407,0,1,9388,264793
Dumas,n200w20.005,30,makespan-order,0.01878,0,1,2388,14478,375,2445,0,1,9645,266715
Dumas,n200w20.005,30,makespan-order-mst,2.234,0,1,2053,12284,311,2049,0,1,8182,229808
Dumas,n60w80.002,30,combine,0.1552,0,1,17563,157934,6650,25303,0,1,115068,530558
Dumas,n60w80.002,30,makespan-order,0.1509,0,1,17817,159667,4531,25479,0,1,116371,541112
Dumas,n60w80.002,30,makespan-order-mst,3.811,0,1,16405,146799,4323,23881,0,1,106513,500178
Dumas,n20w60.005,30,combine,0.0003706,0,2,200,748,61,140,0,1,407,1223
Dumas,n20w60.005,30,makespan-order,0.0004206,0,2,218,813,53,155,0,1,439,1336
Dumas,n20w60.005,30,makespan-order-mst,0.001784,0,2,194,722,51,135,0,1,392,1193
Dumas,n20w40.005,30,combine,9.7e-05,0,1,63,219,14,28,0,1,128,409
Dumas,n20w40.005,30,makespan-order,0.0001035,0,1,65,225,18,29,0,1,131,424
Dumas,n20w40.005,30,makespan-order-mst,0.0006485,0,1,58,198,15,27,0,1,113,374
Dumas,n40w60.005,30,combine,0.005778,0,1,1420,8711,326,1546,0,1,5745,23792
Dumas,n40w60.005,30,makespan-order,0.006369,0,1,1530,9441,352,1614,0,1,6297,26191
Dumas,n40w60.005,30,makespan-order-mst,0.08832,0,1,1333,8199,301,1463,0,1,5403,22769
Dumas,n60w100.003,30,combine,1.522,0,1,98647,1089498,60671,178339,0,1,812512,1769509
Dumas,n60w100.003,30,makespan-order,1.87,0,1,94540,1036870,18266,167655,0,1,774675,1692727
Dumas,n60w100.003,30,makespan-order-mst,16.78,0,1,91716,1014077,18227,164759,0,1,757602,1670265
Dumas,n100w40.004,30,combine,0.01589,0,1,2750,19023,745,3673,0,1,12600,165020
Dumas,n100w40.004,30,makespan-order,0.01667,0,1,2743,18936,707,3609,0,1,12584,164495
Dumas,n100w40.004,30,makespan-order-mst,1.1,0,1,2528,17286,717,3397,0,1,11361,151742
Dumas,n150w40.004,30,combine,0.1078,0,1,11749,103010,3788,20084,0,1,71177,1049214
Dumas,n150w40.004,30,makespan-order,0.1183,0,1,11389,100023,3524,19156,0,1,69478,1021187
Dumas,n150w40.004,30,makespan-order-mst,11.81,0,1,10937,95784,3273,19983,0,1,64864,978680
Dumas,n20w20.002,30,combine,4.057e-05,0,1,27,89,3,2,0,1,60,216
Dumas,n20w20.002,30,makespan-order,4.056e-05,0,1,27,89,4,2,0,1,60,216
Dumas,n20w20.002,30,makespan-order-mst,0.0002866,0,1,27,89,4,2,0,1,60,216
Dumas,n60w100.004,30,combine,2.721,0,2,119990,1180264,59586,252736,0,1,807537,1918404
Dumas,n60w100.004,30,makespan-order,2.34,0,2,113458,1110233,45221,238270,0,1,758504,1832192
Dumas,n60w100.004,30,makespan-order-mst,14.29,0,3,106415,1039010,43358,225173,0,1,707420,1720962
Dumas,n100w40.001,30,combine,0.01144,0,2,1933,14641,203,1663,0,1,11044,105913
Dumas,n100w40.001,30,makespan-order,0.01221,0,2,2007,15167,197,1730,0,1,11429,109220
Dumas,n100w40.001,30,makespan-order-mst,0.9432,0,2,1832,13830,179,1563,0,1,10434,99723
Dumas,n150w60.004,30,combine,1.369,0,1,95082,922742,41373,234441,0,1,593219,5987656
Dumas,n150w60.004,30,makespan-order,1.301,0,1,85872,830217,19921,200255,0,1,544090,5502863
Dumas,n150w60.004,30,makespan-order-mst,60.08,0,1,78441,754237,18906,184058,0,1,491738,5030716
Dumas,n20w40.003,30,combine,0.0001612,0,1,62,209,15,20,0,1,127,491
Dumas,n20w40.003,30,makespan-order,9.409e-05,0,1,62,209,14,20,0,1,127,491
Dumas,n20w40.003,30,makespan-order-mst,0.0007227,0,1,62,209,14,20,0,1,127,491
Dumas,n60w40.004,30,combine,0.002792,0,1,642,4362,148,471,0,1,3249,14662
Dumas,n60w40.004,30,makespan-order,0.002638,0,1,653,4362,116,463,0,1,3246,14820
Dumas,n60w40.004,30,makespan-order-mst,0.07049,0,1,582,3840,95,438,0,1,2820,13077
Dumas,n80w80.003,30,combine,0.7356,0,1,58482,640426,31228,105613,1,1,476330,2354538
Dumas,n80w80.003,30,makespan-order,0.9728,0,1,59574,653533,6698,103717,1,1,490241,2378617
Dumas,n80w80.003,30,makespan-order-mst,21.43,0,1,49374,530695,4658,86702,1,1,394618,1926395
Dumas,n40w80.005,30,combine,0.02937,0,2,4646,37878,1142,7019,0,1,26212,89058
Dumas,n40w80.005,30,makespan-order,0.03065,0,2,4685,37782,1413,7303,0,1,25793,89828
Dumas,n40w80.005,30,makespan-order-mst,0.4706,0,2,4051,32677,1150,6080,0,1,22545,78159
Dumas,n60w60.001,30,combine,0.0249,0,1,4471,28020,1461,6568,0,1,16981,145985
Dumas,n60w60.001,30,makespan-order,0.02436,0,1,4687,29354,1509,6826,0,1,17841,151338
